x1,x2,x3,x4,class
2.4835707650561638e-06,-6.913215058559233e-07,3.2384426905034627e-06,7.615149282040127e-06,0
0.0009998302341273843,0.0009998303162162552,0.001008897065078538,0.0010048381746467655,0
0.0019996546300723272,0.002004714802219932,0.0019996849135379396,0.0019996733532341507,0
0.003004212814360833,0.002993436601779714,0.002994378413840438,0.003000191565356798,0
0.003998939848402332,0.00400557524066698,0.003999463883626398,0.003996942485497327,0
0.005012333248849613,0.005003876123502572,0.005005342646028445,0.004997881264073938,0
0.00600328409238338,0.006006560618954555,0.006000251038118894,0.006007884496097735,0
0.007004003813557413,0.007005548538258041,0.00700399847394586,0.007016268397929551,0
0.008007940521884319,0.008002719453363229,0.008012120732568524,0.008001903789758152,0
0.009010053326984032,0.00899921065838961,0.009002368078764516,0.009009993315188354,0
0.010013702342909986,0.01001086685141596,0.010009431768598068,0.010008504491532063,0
0.011003618401059173,0.011007411789969038,0.011008707817156212,0.011016296622142105,0
0.012013730103459854,0.012003196811235198,0.012013632431858986,0.01201008660060993,0
0.013009628403011482,0.013016071394457217,0.013018168010625492,0.013017669413608594,0
0.0140098179263979,0.014012467952134757,0.014015670331171032,0.014018891739649625,0
0.015012619143825788,0.015014086720131695,0.015009483340144984,0.015009033981894612,0
0.016020078645127986,0.01602279721615887,0.016015655965408115,0.016021033680505475,0
0.017018825197142252,0.01701379141824399,0.017018823995044556,0.017024707199849345,0
0.01801783888782247,0.018025841236297087,0.01800491929249757,0.018022127530539896,0
0.01901945425436021,0.01901752398226669,0.019019477822901698,0.019009081174446017,0
0.02001892166058083,0.02002180558287758,0.020027409490243727,0.020017428668928652,0
0.021016978553006552,0.021018512235803095,0.02102559803160953,0.02102266477656932,0
0.022019373221003186,0.022024588359187587,0.02202250740976876,0.022026865246974687,0
0.023019512757553637,0.023021384712290035,0.023021062482257364,0.023015705448282364,0
0.024025504625409345,0.024025329300384923,0.024024049591307235,0.02402285108835715,0
0.02501794817131477,0.025022921798411195,0.02502331145244239,0.025021013638678914,0
0.026025219597467696,0.026028046280310097,0.02603545695553208,0.026026898915090184,0
0.02702831477898064,0.0270266547974482,0.027017433170950532,0.027026894457649782,0
0.028028329179077733,0.028040344238590455,0.02802706622320412,0.028029535764739696,0
0.0290288554701805,0.029023185638840928,0.029034743143101602,0.02903278869419246,0
0.030033985189765244,0.030025483092756055,0.03003704400158471,0.03002302077471607,0
0.031033965316500035,0.03104198330916008,0.031026078349405378,0.03102819954238302,0
0.03203253028885747,0.03202951465376145,0.0320242787148767,0.03203237484690606,0
0.0330277215144644,0.033035400995186204,0.03302843591186186,0.03304078270505812,0
0.03403011776757235,0.034032423726453,0.03403810162012088,0.03402787971245186,0
0.03503617233470806,0.03504157074880645,0.03502699761886223,0.0350359582043277,0
